date,temp,rain,wind,humid,pressure
2006.01.04,-6.2,,2.8,42.6,1016.3
2006.01.05,-7.1,,2.5,39.6,1017
2006.01.06,-7.5,,2.8,44.1,1014
2006.01.07,-6.2,,2.3,38.6,1016.1
2006.01.08,-4.2,,1.4,44.5,1016.9
2006.01.09,-1.6,0.3,1.7,57.5,1013.2
2006.01.10,-0.3,,2,72.5,1013.6
2006.01.11,-1.2,,1.5,45.8,1019.4
2006.01.12,1.4,6.5,3.2,48.9,1016.8
2006.01.13,4.1,26.5,2.5,93.3,1005.9
2006.01.14,4.4,,1.6,72.3,1007.1
2006.01.15,3.7,,2,70.1,1010.1
2006.01.16,1.8,,1.5,68.1,1012.1
2006.01.17,1.3,,1.7,50.5,1016.5
2006.01.18,1.3,,1.7,54.9,1016.4
2006.01.19,2.4,,2.2,55.9,1016.7
2006.01.20,2.6,,2.1,55.5,1013.6
2006.01.21,0.9,,2,49,1009.1
2006.01.22,-3.1,,3.4,39,1011.9
2006.01.23,-4.7,,2.6,45.4,1019
2006.01.24,-3.1,,1.9,42.5,1020.5
2006.01.25,-0.7,,1.7,47.4,1019.7
2006.01.26,0.2,,2.1,62.3,1015.3
2006.01.27,1.4,,2.6,61.8,1012.5
2006.01.28,1.3,,1.6,53.9,1014.2
2006.01.29,4.5,0,1.8,58.1,1014.2
2006.01.30,5,0,1.7,65.3,1017.1
2006.01.31,3.8,1,1.9,80.9,1014.6
2006.02.01,1.7,0,2.9,59.5,1012.8
2006.02.02,-2.9,,3.5,45.5,1017.7
2006.02.03,-11.7,,3.6,38.9,1026
2006.02.04,-9.3,,2.9,37.9,1026.4
2006.02.05,-5.3,,1.7,35.6,1022.5
2006.02.06,0.2,,1.9,28.9,1011.1
2006.02.07,-0.9,8.4,3.1,80.5,1003.9
2006.02.08,-7.2,,4,53.3,1019.5
2006.02.09,-4.5,0.9,2.6,65.6,1020.7
2006.02.10,1.4,,3.1,65,1008.1
2006.02.11,1.2,,2.6,54,1008.6
2006.02.12,-1.8,,2.3,42.9,1016.8
2006.02.13,4.5,0.1,2.2,48.4,1009.1
2006.02.14,5.5,5.5,2.3,92.9,1003.1
2006.02.15,4.6,,1.7,77.5,1008.8
2006.02.16,1.7,,3.1,51.3,1011.6
2006.02.17,-4.5,,3.5,37.1,1020.5
2006.02.18,0.2,,2.3,54.9,1017.4
2006.02.19,3.3,,1.7,61.4,1015.5
2006.02.20,3.8,,1.5,66.3,1013.4
2006.02.21,4.4,,1.9,65.3,1011.6
2006.02.22,3,0.5,3,57.1,1011.9
2006.02.23,1.1,,2.4,40.6,1018.4
2006.02.24,4.6,,1.6,33.1,1019.3
2006.02.25,7,,2,33,1013.5
2006.02.26,0.5,0.2,3.8,52.3,1013.6
2006.02.27,-0.5,,2.6,32.4,1022
2006.02.28,2.8,0.1,1.7,63.3,1016.4
2006.03.01,0,3.8,3.3,71.8,1007.8
2006.03.02,-0.9,1,3.4,58.3,1006.6
2006.03.03,0.5,,2.5,50.3,1011.4
2006.03.04,3.6,3,2.7,56.5,1011.3
2006.03.05,7.9,0,2.9,70.9,1008.8
2006.03.06,5.9,,2.1,62.8,1009.8
2006.03.07,5.7,,2.7,55.5,1009.5
2006.03.08,5.7,,2,55,1014
2006.03.09,10.7,0,2,36.5,1010.3
2006.03.10,9.9,0,3.4,68.8,1006
2006.03.11,6.2,,3.1,60.8,1005.2
2006.03.12,-4.3,,4.9,34.1,1010.5
2006.03.13,-2,0,3.2,40.5,1008.8
2006.03.14,0.8,,3.5,49.4,1009.8
2006.03.15,5.7,,2.9,62.5,1006.6
2006.03.16,4.1,4.5,2.1,87.4,998.1
2006.03.17,8.8,,1.5,67.3,1004.5
2006.03.18,9,,3.1,50.1,999
2006.03.19,4.3,,3.1,31.5,1007.4
2006.03.20,5.1,,1.9,48.8,1008.8
2006.03.21,9.7,,1.5,36.3,1006.7
2006.03.22,10.3,0,3.1,48.6,1000.4
2006.03.23,6.3,,4,42.6,1002.5
2006.03.24,6.2,,2.4,29.4,1006.1
2006.03.25,8.9,0,4.2,48.6,1004.9
2006.03.26,6.5,,2.9,24,1007
2006.03.27,6.8,,2.7,42.5,1000.9
2006.03.28,2.9,0.2,4.1,51.6,998.9
2006.03.29,3.8,1.5,3.9,48.1,1001
2006.03.30,4.4,,3.3,41.5,1005.8
2006.03.31,8.1,,1.7,31.6,1007.4
2006.04.01,9.7,16.5,2.5,70.5,997.5
2006.04.02,7.4,0.5,3.9,83.5,993.5
2006.04.03,11.4,,2.3,64.9,1002.7
2006.04.04,12,1.5,2.1,63.6,998.8
2006.04.05,11.6,,2.6,46.4,1001.2
2006.04.06,9.7,,2.3,49,1005.3
2006.04.07,10.2,,4.6,66.4,1000.7
2006.04.08,10.2,,2.9,40,1006.2
2006.04.09,15.2,0.1,2.7,46.1,1005.1
2006.04.10,14.7,11.5,3.6,68.4,998.3
2006.04.11,16.4,,3.9,53.5,994.6
2006.04.12,15,,2.5,58,998.7
2006.04.13,9.7,,2.4,58.5,1006.4
2006.04.14,12.7,,2,38.4,1011.6
2006.04.15,12,,2.1,32.1,1006.4
2006.04.16,7.4,,4.5,34.3,1006.1
2006.04.17,10.3,,3.5,45.3,1004.6
2006.04.18,14.6,0,3.7,52.9,1003.6
2006.04.19,8.8,16,4.6,84.8,995.5
2006.04.20,7.3,0,5.1,58.1,995.4
2006.04.21,10.6,,3.3,46.5,998.6
2006.04.22,11.8,,2.5,45.1,996.9
2006.04.23,9.2,3.5,3,74.9,997.2
2006.04.24,10.4,,3.7,51.3,1000.6
2006.04.25,11.3,,2.5,33.6,1004.1
2006.04.26,12,0,2.1,43.6,1002.7
2006.04.27,12.3,0.2,3,62.9,1003.4
2006.04.28,12.8,,2.1,49.6,1001.4
2006.04.29,13.9,,2.3,53.5,994.4
2006.04.30,15.9,2,2.9,70.1,990.7
2006.05.01,18,,1.6,46.9,994.6
2006.05.02,17.2,,4.6,31.6,1002.3
2006.05.03,15.7,,3,42.3,1007.9
2006.05.04,17.7,0.2,2.5,53.1,1008.1
2006.05.05,20.7,3.5,1.8,66.1,1004.5
2006.05.06,15.1,93,3.9,89.4,994.7
2006.05.07,19.7,,2.2,57.8,1001.3
2006.05.08,21,,2.8,52.8,1006.7
2006.05.09,21.3,,2.4,55.5,1004
2006.05.10,18.2,0.3,2.1,74.6,1000.7
2006.05.11,18.9,,2.1,44.6,1009.5
2006.05.12,16.8,0,1.7,44.6,1010.5
2006.05.13,15.2,,3.1,52.5,1003.8
2006.05.14,16,,2.8,53.8,1004.4
2006.05.15,18.6,,2.2,44.4,1007.6
2006.05.16,18.8,,2.5,41.9,1009.6
2006.05.17,18.8,,1.9,44.1,1008
2006.05.18,20.2,,1.5,46.6,1003.2
2006.05.19,17.9,,1.9,57.5,995.2
2006.05.20,18.2,,2.4,63.3,999
2006.05.21,22.5,,2.6,49.8,1001
2006.05.22,17.5,30.5,4.3,89.6,995.8
2006.05.23,15,,2.9,85,999.2
2006.05.24,18.5,,1.6,65.6,1004.4
2006.05.25,18.8,,2.2,48.5,1007
2006.05.26,21.6,,2,46.6,1001.1
2006.05.27,16.3,27.5,3.3,81.3,990.3
2006.05.28,17.3,1,2.4,67.3,991.6
2006.05.29,18.4,0.2,2.3,68.9,994.5
2006.05.30,20.5,,2.5,57.6,999.9
2006.05.31,21.3,,1.9,52.1,1004.7
2006.06.01,22.7,,1.5,50.1,1004
2006.06.02,25.9,,2.2,45.8,1000.5
2006.06.03,23.4,,2.8,44.4,1001.5
2006.06.04,20.8,,2.4,60.4,999.6
2006.06.05,21.3,,2.2,57.6,997.5
2006.06.06,21.9,,2.3,59,996.5
2006.06.07,21.9,,1.7,57.6,996.5
2006.06.08,20.1,6.5,1.9,69.4,989.7
2006.06.09,21,0.5,2.4,60.4,986.1
2006.06.10,17.3,39.5,2.6,80.1,989
2006.06.11,16.9,2.5,3.2,82.5,995.2
2006.06.12,21.3,,1.5,62.5,1003.1
2006.06.13,23.5,,1.7,60.8,1003.5
2006.06.14,19,63,2.6,82,993.3
2006.06.15,18.5,2,3.3,80.1,990.3
2006.06.16,21.4,,2.3,54.1,996.9
2006.06.17,22.2,0,2.2,51.3,997.4
2006.06.18,21.5,,2.5,66.6,998.9
2006.06.19,22.9,,1.9,62.4,1002.4
2006.06.20,22.5,,2.1,62.5,1002.2
2006.06.21,19.2,14,1.9,91,1000.7
2006.06.22,22.6,,1.7,74.5,996.6
2006.06.23,23.9,,1.6,69,997.1
2006.06.24,24.4,,1.6,65.9,999.6
2006.06.25,24.4,8,2.4,64.4,996.6
2006.06.26,20.4,11.5,2.4,91.5,995
2006.06.27,21.1,1,2.4,87.3,995.8
2006.06.28,23.7,,1.7,77.8,997.8
2006.06.29,25,13.5,1.5,77,996.9
2006.06.30,23.2,6.5,3.9,87.4,995.4
2006.07.01,22.6,4.5,2.6,85.4,994.1
2006.07.02,23,0,2.4,73.9,994.8
2006.07.03,24.1,,1.4,68.8,995
2006.07.04,22.4,4,2.9,84.3,990.1
2006.07.05,21.5,2.5,3,71.9,989.8
2006.07.06,21.1,13,2.1,78.8,991.4
2006.07.07,23,10,1.2,79.8,994.1
2006.07.08,25.5,,1.4,71,996.9
2006.07.09,25.7,3.5,2.2,75.9,997.7
2006.07.10,23.8,19,4.2,80.4,990.9
2006.07.11,24.7,0.5,2.7,75.6,996.3
2006.07.12,23.8,226.5,3,93.6,995.5
2006.07.13,25.2,18.5,3.5,90.5,997.8
2006.07.14,27.2,0.1,2.2,79,1000.2
2006.07.15,24.1,69,3.9,90.4,999.4
2006.07.16,18.7,241,1.9,96,998
2006.07.17,19.2,42.5,1.3,93.5,997.3
2006.07.18,19.1,31,3,93,992.6
2006.07.19,21.8,0.5,2.6,78.1,993.9
2006.07.20,21.7,4.5,2.2,78,992.3
2006.07.21,22.1,3.5,1.9,81.4,991.5
2006.07.22,23.4,9.5,3.2,78.4,991.6
2006.07.23,23.4,,1.4,73.3,994.3
2006.07.24,23.4,,1.6,71.5,997.3
2006.07.25,24.7,0.3,1.1,68,1002.4
2006.07.26,22.2,5,1.6,84.5,1005
2006.07.27,20.9,195,2.5,94.6,1000.5
2006.07.28,21.8,88,1.4,94.5,999.6
2006.07.29,24.6,22,1.5,89.3,1001.8
2006.07.30,26.1,0.1,2.2,83.3,1002.7
2006.07.31,26.5,,3.2,75.8,1000.9
2006.08.01,27.7,,2.8,67.4,1000.2
2006.08.02,28,,2.5,68.5,1003.1
2006.08.03,28.6,,1.7,67.8,1006
2006.08.04,29.5,,1.9,64.6,1004.5
2006.08.05,29,0.1,1.5,66.6,1002
2006.08.06,28.3,,2.2,66.5,1000.4
2006.08.07,27.2,22,1.3,72.8,999.3
2006.08.08,29,,1.5,68.3,998.9
2006.08.09,29.2,,1.5,68,998.8
2006.08.10,28.6,,1.9,61,999.3
2006.08.11,26.6,0,1.7,69.8,999.4
2006.08.12,27.5,,1.7,67.6,997.5
2006.08.13,28.8,,1.7,67.3,995.7
2006.08.14,29.3,,2.1,69.4,994
2006.08.15,28.2,20.5,1.3,79.3,993
2006.08.16,28.3,0.5,1.6,78.5,992.1
2006.08.17,26.6,10.5,3,72.4,992.5
2006.08.18,26.5,,4.3,52,994.4
2006.08.19,24.8,0.1,4,49.5,995
2006.08.20,23.6,0,2.3,67.3,996.6
2006.08.21,27.2,,1.3,63.9,998.9
2006.08.22,27.6,0,1.6,68.8,1000
2006.08.23,27.1,0,1.8,67.4,1000.9
2006.08.24,27,0,1.5,67.9,1002.6
2006.08.25,25.1,14.5,1.6,81.3,1003.8
2006.08.26,25.2,32,2.4,83,1000.9
2006.08.27,24.2,18.5,2.3,87.8,996.7
2006.08.28,25.4,,2.2,74.3,998.6
2006.08.29,23.7,2.5,1.4,84.3,999.8
2006.08.30,25.2,,3,63.1,998.4
2006.08.31,25.2,,3.1,55,996.1
2006.09.01,24.2,,2.5,53.8,997.1
2006.09.02,25.6,,2.1,57.8,998.6
2006.09.03,25.5,,2.2,63.3,998.6
2006.09.04,21.4,,2.5,71.9,997.4
2006.09.05,21.1,0.1,2.7,59.9,997.8
2006.09.06,19.8,3.5,1.9,69,998.3
2006.09.07,22,,1.6,54.6,1003.4
2006.09.08,22,0,2.7,59.6,1004.2
2006.09.09,17.2,4.5,2.4,80.8,1003.8
2006.09.10,15.8,,2.1,50.5,1009
2006.09.11,16.5,,1.4,59.9,1010.8
2006.09.12,19.9,,2,58.5,1012.3
2006.09.13,21.8,,2.3,47.5,1011.1
2006.09.14,21.5,,2.4,45.5,1009.3
2006.09.15,20.8,,3,55.1,1006.7
2006.09.16,21.6,,2.5,62.4,1003.8
2006.09.17,20.2,2,3.5,53.9,998.9
2006.09.18,18.2,0.5,1.8,67.9,998.9
2006.09.19,20.2,,1.7,72.6,1003.7
2006.09.20,22.1,,1.8,64.6,1005.7
2006.09.21,23.5,,1.7,52.5,1007.1
2006.09.22,22.9,,2.1,61.3,1009.7
2006.09.23,21.5,,2.3,46.5,1009.9
2006.09.24,21.2,,1.9,43.5,1008.1
2006.09.25,20.9,,1.6,43.8,1007.1
2006.09.26,21.6,,1.7,49.1,1005.4
2006.09.27,22,0,2,51.6,1005.3
2006.09.28,20.5,0.5,1.9,70.6,1006.1
2006.09.29,20.7,0,1.8,60.9,1007.1
2006.09.30,20.7,,2,52.9,1009.1
2006.10.01,20.7,,1.8,52.3,1007.3
2006.10.02,20.7,,1.8,55.8,1005.6
2006.10.03,20.6,,1.7,57.1,1005
2006.10.04,21.6,,1.5,54.3,1003
2006.10.05,21.4,,3.1,47.4,1003.2
2006.10.06,21.1,,2,40.6,1002.4
2006.10.07,20.3,,1.9,54.8,1001.7
2006.10.08,19.7,,1.5,73.9,1004.6
2006.10.09,20.1,,2,78.4,1006.4
2006.10.10,20.9,,2.9,69.4,1007.6
2006.10.11,19.3,0,2.6,60.9,1007.2
2006.10.12,16.4,,1.7,43,1011.5
2006.10.13,17.9,,1.7,48.5,1011.4
2006.10.14,18.5,,2.1,59.9,1009
2006.10.15,18.9,,1.4,69.8,1009.2
2006.10.16,19.7,,2,69.3,1009.2
2006.10.17,18.9,,1.5,75.9,1010.3
2006.10.18,19.4,0.2,1.8,75.1,1011
2006.10.19,19.5,,2.1,76.8,1010.1
2006.10.20,19.1,0.5,1.6,72.6,1011.9
2006.10.21,18.7,,2,63.8,1012.6
2006.10.22,16.5,21.5,2.1,83.6,1004
2006.10.23,12,8,3.9,63.8,1007.1
2006.10.24,13.2,,2.7,52.9,1015.7
2006.10.25,13.5,,1.8,56.6,1014.4
2006.10.26,15,,1.7,63.1,1013.2
2006.10.27,13.6,,2,63.5,1013
2006.10.28,14.7,,2,71.3,1009.5
2006.10.29,15.3,,1.5,57.3,1009.9
2006.10.30,13.9,,1.6,48.9,1012
2006.10.31,14.8,,1.6,65.9,1009.8
2006.11.01,15.6,,1.9,72,1007.9
2006.11.02,14.5,,2.1,61.8,1006.4
2006.11.03,14.8,1.5,2,71.6,1006.3
2006.11.04,16,,2,69.1,1003.6
2006.11.05,13.3,7,3.5,53.9,1001.4
2006.11.06,4.6,17,2.2,75.3,1002.5
2006.11.07,3.5,,2.8,56.8,1009.6
2006.11.08,13,0,4.1,71.1,1006.2
2006.11.09,13.8,2.5,3.7,44.5,1008.4
2006.11.10,8.4,,1.6,27.4,1012
2006.11.11,5.3,,3.1,41.5,1008.8
2006.11.12,5.8,,1.7,41.8,1010.4
2006.11.13,9.1,3,2.3,71,1004.7
2006.11.14,5.6,0,3.1,43.3,1007.8
2006.11.15,5.6,3.5,2.9,64.1,1007.9
2006.11.16,3.4,,1.9,41.1,1014.3
2006.11.17,5.5,,1.5,50.3,1016.6
2006.11.18,7.2,,1.7,54.8,1014.2
2006.11.19,8.8,,1.6,55.3,1010.2
2006.11.20,8.6,,1.6,58.8,1009
2006.11.21,8.4,0.1,1.9,73.4,1009.1
2006.11.22,7.1,,2.2,43.3,1014.6
2006.11.23,7.9,,4.2,52.8,1015.8
2006.11.24,7.3,,3.5,47.5,1020.2
2006.11.25,9.1,,2.5,49.6,1014.6
2006.11.26,11.3,,2,51,1005.6
2006.11.27,8.1,12,2.9,79.1,1003.6
2006.11.28,5.1,0.5,2.8,72.5,1007.6
2006.11.29,2,,2.1,47.1,1014.1
2006.11.30,1.8,0.5,1.8,82.3,1012.7
2006.12.01,3.1,0.3,1.9,72.3,1008.4
2006.12.02,-2.8,,3.9,50.8,1013.8
2006.12.03,-4.5,,2.4,44.1,1019.7
2006.12.04,-1.4,,1.8,44.3,1021.3
2006.12.05,2.4,,1.8,59.8,1019.7
2006.12.06,3.2,,2.2,69.4,1019.8
2006.12.07,5,1,1.7,68.3,1014.9
2006.12.08,6.6,2.5,3.1,59.6,1014.5
2006.12.09,2.5,2.5,2.7,73.9,1013.5
2006.12.10,-0.4,,2.2,43.9,1017.4
2006.12.11,1.8,,1.8,51.8,1016.3
2006.12.12,5.2,,1.7,61.8,1014.3
2006.12.13,5.7,,2,61.8,1012.2
2006.12.14,3.3,,1.1,51.9,1010.8
2006.12.15,3.2,2.5,1.6,80.5,1010.9
2006.12.16,2.4,3,2.1,70.3,1009.4
2006.12.17,-1,5.5,2,80.5,1011.1
2006.12.18,-2.4,,1.7,54.4,1022.7
2006.12.19,0.8,,2.3,53.1,1024.5
2006.12.20,4.1,,1.8,61.4,1021.5
2006.12.21,3.6,,1.3,63.3,1017.3
2006.12.22,4.1,0,1.9,65.5,1014.9
2006.12.23,2.5,,1.9,62.9,1015.1
2006.12.24,2.4,,1.4,57.1,1015.6
2006.12.25,5.8,,1.6,64.5,1014.7
2006.12.26,7.1,,1.8,67.5,1009.2
2006.12.27,0.9,,3.4,64.4,1006.7
2006.12.28,-8.4,,4.6,40.9,1014.6
2006.12.29,-8.1,,2,37.9,1021.7
2006.12.30,-3.6,,1.3,39.5,1022.9
2006.12.31,0.7,,1.3,35.6,1021.8
2007.01.01,3.3,0.2,1.3,44.5,1016.2
2007.01.02,3.1,0.5,1.4,80.1,1014.5
2007.01.03,5.3,,1.9,63.9,1016.5
2007.01.04,4.8,,1.5,58.9,1017.3
2007.01.05,4.5,,2.1,60.9,1013.4
2007.01.06,-1.2,9,4.3,76.6,1002.9
2007.01.07,-3.9,,2.9,63.6,1011.5
2007.01.08,-3,,2.7,52.5,1016.4
2007.01.09,-1.7,,1.5,58.9,1018.3
2007.01.10,-0.4,,1.7,62.5,1020
2007.01.11,-1.6,,1.5,44,1020.9
2007.01.12,-3,,2.5,43.6,1018.6
2007.01.13,-5.2,,2.2,41,1018.8
2007.01.14,-2.7,,1.5,39.5,1020.1
2007.01.15,-0.2,,1.4,54.4,1017.7
2007.01.16,2.2,,1.4,65,1014.1
2007.01.17,2.3,,2.1,70.3,1013.1
2007.01.18,1,0,2.5,50.3,1016.1
2007.01.19,0.2,,1.4,45.1,1018.5
2007.01.20,1,,1.3,40.6,1018.2
2007.01.21,1.8,,1.4,48.6,1017.4
2007.01.22,2,,2.5,65.4,1018.2
2007.01.23,1.9,,1.5,58.8,1016.9
2007.01.24,1.5,,1.8,54.4,1014.8
2007.01.25,1,,1.4,55.6,1014.7
2007.01.26,1.4,0.1,2.2,66.6,1008.7
2007.01.27,0.7,,2.3,61.3,1012.3
2007.01.28,0.2,,2.1,55.3,1013.8
2007.01.29,1,,1.9,59.3,1014.4
2007.01.30,-0.4,1,3.7,54.8,1012.2
2007.01.31,-3.7,,2.9,46.6,1015.6
2007.02.01,-5.4,,3.1,48.8,1013.7
2007.02.02,-5,,2.2,45.8,1015.4
2007.02.03,0.3,,2.9,61.5,1010.2
2007.02.04,3,,1.2,39.3,1013.3
2007.02.05,4.5,,1.5,62.5,1011.1
2007.02.06,8,,1.6,65.4,1012.1
2007.02.07,7.1,,1.1,52.1,1015
2007.02.08,5.6,1,1.8,77.5,1009.6
2007.02.09,4.6,0,2.8,70.3,1005.3
2007.02.10,3.5,0,3.5,59.5,1004.4
2007.02.11,1.3,,2.4,51.1,1010
2007.02.12,3.4,,1.8,58.3,1011
2007.02.13,3.7,11.5,2.7,64.5,1007.1
2007.02.14,-0.1,0.1,4.5,59.6,1004.5
2007.02.15,0,,3.6,31.6,1011.8
2007.02.16,3.1,,1.8,30.6,1011.7
2007.02.17,6.2,,1.9,44,1006.7
2007.02.18,5.6,,2,49.6,1004.2
2007.02.19,4.4,,1.7,64.8,1007.7
2007.02.20,5.6,,1.7,46.9,1010.3
2007.02.21,5.2,,1.3,70,1011.6
2007.02.22,7.6,0,2.9,64.3,1004.4
2007.02.23,2.9,0,3.4,39.8,1009.7
2007.02.24,4.3,,1.9,27.6,1012.8
2007.02.25,7.3,,2.1,48.6,1013.1
2007.02.26,8.3,,2.1,48.9,1015.1
2007.02.27,7.7,,2.1,58.3,1015.6
2007.02.28,8.1,,2.8,37.1,1018.6
2007.03.01,10.2,,1.7,29.4,1015.1
2007.03.02,8.3,22,2.6,80.8,1010.2
2007.03.03,10.4,0.2,1.5,88.8,1009.9
2007.03.04,10.9,34,4.4,81.4,997.2
2007.03.05,-2.1,2,5.9,64.9,1001
2007.03.06,-5,0,4.1,38.9,1012.3
2007.03.07,-2.8,0.9,2.8,58.4,1009.3
2007.03.08,0.7,1,2.5,63.4,1010.9
2007.03.09,4.9,,2.1,61.1,1012.8
2007.03.10,2.3,1,3.9,55.4,1007.3
2007.03.11,0.1,,3.8,38.8,1010.4
2007.03.12,3.1,,2.9,45.1,1011.5
2007.03.13,5.1,,2.3,54.5,1010.1
2007.03.14,6.6,,1.9,57,1010.9
2007.03.15,9.1,,1.9,34.1,1008.8
2007.03.16,7.9,,2.7,45.1,1010.9
2007.03.17,6.9,,2.1,41.8,1013.2
2007.03.18,6.3,,2.2,34.1,1012.8
2007.03.19,6.8,,2.1,41.5,1013.1
2007.03.20,5.4,,3,53.1,1014.2
2007.03.21,6.7,1,2.8,74.4,1013.6
2007.03.22,7.9,,3.1,76.4,1013.2
2007.03.23,10.8,0.4,2.1,59.1,1009.5
2007.03.24,9.5,10.5,2.5,84.6,994.4
2007.03.25,8,,3.2,66.9,999.8
2007.03.26,9.6,0,2.5,52.3,1002.7
2007.03.27,10.5,0.5,3.2,67.6,1000.7
2007.03.28,5.5,10.5,1.9,79.9,999.7
2007.03.29,5.6,18,2.5,78.1,998.8
2007.03.30,9.6,0,1.7,61,1002.7
2007.03.31,8.9,21.5,2.7,83.3,996.1
2007.04.01,9.1,,2.6,55.4,1001.6
2007.04.02,5.6,,3.3,46.8,1006.1
2007.04.03,5.5,0,3.6,40.8,1007.6
2007.04.04,6.3,,3.3,44,1011.7
2007.04.05,8.3,,2.1,45.9,1015.5
2007.04.06,9.5,,2.3,40,1012
2007.04.07,9.3,0,2.3,65.8,1009.5
2007.04.08,9.5,,2.6,64.9,1008.4
2007.04.09,10.8,,3.1,46.3,1010.4
2007.04.10,10.4,0.1,2.5,54.8,1010.2
2007.04.11,11.1,2.5,2.9,56.1,1009.8
2007.04.12,11.8,3.5,2.3,63.9,1005.1
2007.04.13,9.6,5,4.4,84.5,998
2007.04.14,10.5,1.5,3,61.5,1002.1
2007.04.15,12.2,1,2.5,56.5,999.3
2007.04.16,9.5,0,3.3,62,998.1
2007.04.17,10.4,,2.2,55.9,1003.1
2007.04.18,11.1,,2.1,46,1004
2007.04.19,12.7,,3.7,40.8,1004.9
2007.04.20,12.5,26,3.6,70.4,1001.2
2007.04.21,15.2,1,2.4,82.3,1001.3
2007.04.22,13.1,0.5,2.9,60.1,1001.4
2007.04.23,14.3,,2.4,32.6,1004.6
2007.04.24,12.9,,2.2,51.1,1001.9
2007.04.25,12.9,,3.7,60,1000.8
2007.04.26,14.7,,2.4,46.3,1007.4
2007.04.27,15.2,,2.7,34.3,1008.7
2007.04.28,14.8,,3.1,40.8,1010.6
2007.04.29,16.3,,2.8,40.5,1009.5
2007.04.30,15.7,0,1.5,38,1004
2007.05.01,14,2.5,2.1,78.6,994.9
2007.05.02,15.6,,3.1,60.6,999.4
2007.05.03,15.3,0,3.4,75.4,1000.8
2007.05.04,16.3,,3.7,75.4,997.6
2007.05.05,19.2,,1.9,65.4,997
2007.05.06,20,,2.3,51.3,992.7
2007.05.07,19.5,,3,46.9,995.4
2007.05.08,19.4,,3.5,55.8,1000.3
2007.05.09,15.9,5.5,3,65,1000.8
2007.05.10,15.7,,2.2,56.8,1004.9
2007.05.11,18.7,,2.2,42.9,1005.3
2007.05.12,13,20,3,88,998.1
2007.05.13,16.6,,3.5,54.4,1000.7
2007.05.14,16.5,0.1,4,67.1,999.6
2007.05.15,19.6,,1.8,51.3,1001.3
2007.05.16,17.3,42,2.7,76.9,990
2007.05.17,18.3,4.5,3.7,60.4,985.3
2007.05.18,14.3,13,2.5,81.3,989.1
2007.05.19,16,0,1.4,71.9,997.4
2007.05.20,17.4,,2,61.6,1001.7
2007.05.21,18.4,,2.2,43,1002.7
2007.05.22,19.7,,2,47.8,1002.3
2007.05.23,20.7,0,1.7,48.9,1000.1
2007.05.24,19.8,49,1.6,78.4,992
2007.05.25,19.7,1,3.2,71.6,988.7
2007.05.26,20.3,,3.4,50.3,993.9
2007.05.27,22.5,,2.2,52,997.1
2007.05.28,21.3,,2.8,53.9,1001.8
2007.05.29,18.1,0,2.8,76.4,999.5
2007.05.30,19.7,,2.4,64.5,999.4
2007.05.31,22.2,,1.5,51.3,1001.5
2007.06.01,20.4,,2.1,61.8,1001.1
2007.06.02,23.2,,1.6,52.3,999.8
2007.06.03,23.8,,2,54,1001.5
2007.06.04,22.4,,2.5,60.5,1001
2007.06.05,19.9,,3.2,73,998.8
2007.06.06,20.1,0.1,2.6,72.6,999
2007.06.07,19.3,0.1,2.1,79.4,999
2007.06.08,19.4,0.5,2.5,71.6,999
2007.06.09,20.3,,2.2,53.5,1001.6
2007.06.10,23.6,,1.9,50.5,1001
2007.06.11,24.4,,2.2,48.4,1000.8
2007.06.12,24.4,,2,50.4,1000.4
2007.06.13,23.8,0,2,53.3,997.2
2007.06.14,23.4,0.5,2.8,53.3,997.1
2007.06.15,23.1,,3.2,32.6,1000.8
2007.06.16,25.5,,2.6,24,1002.1
2007.06.17,25.6,,2.5,26.6,1001.6
2007.06.18,26.3,,1.8,38.1,1001.7
2007.06.19,26.4,,2,49.8,1002.4
2007.06.20,24.2,0,2.5,65.6,1001.6
2007.06.21,21,14,1.7,88.8,997.5
2007.06.22,25.4,0.1,1.9,61.5,994
2007.06.23,24.8,0.1,2.1,63.6,996.8
2007.06.24,21.2,6,2.2,79.9,990.6
2007.06.25,21.7,7,2.1,83.4,992.2
2007.06.26,25.4,,2,64.9,995.1
2007.06.27,25.9,0,1.7,65.5,997.3
2007.06.28,24.6,22,3,87.9,993.1
2007.06.29,21.8,4,3.5,86.5,994.5
2007.06.30,24.2,0.1,2.1,72.5,997.3
2007.07.01,19.8,31,3.9,93,994.9
2007.07.02,20.6,76,3.3,90.6,992.4
2007.07.03,23.6,1,1.5,78.5,993.6
2007.07.04,22.7,31.5,1.7,82.3,991.3
2007.07.05,22.6,0,2.5,82.4,994.5
2007.07.06,26.2,,1.6,65.4,993.1
2007.07.07,26.4,0,2.3,65.9,993.5
2007.07.08,25.8,,1.8,70.8,993.6
2007.07.09,25.9,0.5,3,62,991.6
2007.07.10,22.4,3.5,4.5,66.9,989
2007.07.11,18.9,35.5,3.3,90,992.4
2007.07.12,23.4,0,1.8,72.9,996.9
2007.07.13,25.7,,2.9,63.4,997
2007.07.14,24,0,5,54.9,992.3
2007.07.15,24.7,0,2.3,55.6,991.3
2007.07.16,19.9,35.5,3.9,91.6,987.9
2007.07.17,22.4,2.5,1.9,78.9,992.3
2007.07.18,26,,1.6,65.9,992.8
2007.07.19,24.1,29.5,2.2,89.9,988.3
2007.07.20,26.2,0.4,1.5,78,991.5
